Country,ISO_A3,Region,IncomeGroup,Year,Emissions
Somalia,SOM,Sub-Saharan Africa,Low income,2001,20649.5067
Serbia,SRB,Europe & Central Asia,Upper middle income,2001,NA
South Sudan,SSD,Sub-Saharan Africa,Low income,2001,NA
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2001,187.961641
Suriname,SUR,Latin America & Caribbean,Upper middle income,2001,NA
Slovak Republic,SVK,Europe & Central Asia,High income,2001,50059.67704
Slovenia,SVN,Europe & Central Asia,High income,2001,21694.4131
Sweden,SWE,Europe & Central Asia,High income,2001,77118.803
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2001,2694.9904
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2001,NA
Seychelles,SYC,Sub-Saharan Africa,High income,2001,NA
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2001,65587.33
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2001,NA
Chad,TCD,Sub-Saharan Africa,Low income,2001,104127.31
Togo,TGO,Sub-Saharan Africa,Low income,2001,18097.698
Thailand,THA,East Asia & Pacific,Upper middle income,2001,287255.602
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2001,10365.7487
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2001,66916.3495
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2001,790.90958
Tonga,TON,East Asia & Pacific,Lower middle income,2001,174.841778
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2001,25251.93469
Tunisia,TUN,Middle East & North Africa,Lower middle income,2001,31281.85787762
Turkey,TUR,Europe & Central Asia,Upper middle income,2001,297564.107
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2001,4.9073437
Tanzania,TZA,Sub-Saharan Africa,Low income,2001,196701.201
Uganda,UGA,Sub-Saharan Africa,Low income,2001,57992.589
Ukraine,UKR,Europe & Central Asia,Lower middle income,2001,459965.89
Uruguay,URY,Latin America & Caribbean,High income,2001,29627.3982
United States,USA,North America,High income,2001,6821235.6
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2001,168462.266
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2001,223.720901
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2001,265572.479
British Virgin Islands,VGB,Latin America & Caribbean,High income,2001,NA
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2001,43.885862
Vietnam,VNM,East Asia & Pacific,Lower middle income,2001,159962.824
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2001,457.10299
World,WLD,NA,NA,2001,40365672.9471742
Samoa,WSM,East Asia & Pacific,Lower middle income,2001,324.44327
Kosovo,XKX,Europe & Central Asia,Lower middle income,2001,NA
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2001,25210.4164
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2001,416031.241
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2001,297452.755
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2001,58452.519
Aruba,ABW,Latin America & Caribbean,High income,2002,NA
Afghanistan,AFG,South Asia,Low income,2002,13842.7381
Angola,AGO,Sub-Saharan Africa,Upper middle income,2002,34490.369
Albania,ALB,Europe & Central Asia,Upper middle income,2002,7503.05976
Andorra,AND,Europe & Central Asia,High income,2002,NA
United Arab Emirates,ARE,Middle East & North Africa,High income,2002,126800.2057
Argentina,ARG,Latin America & Caribbean,Upper middle income,2002,311051.93
Armenia,ARM,Europe & Central Asia,Lower middle income,2002,6460.2393
American Samoa,ASM,East Asia & Pacific,Upper middle income,2002,51.34821
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2002,406.432042
Australia,AUS,East Asia & Pacific,High income,2002,1117450.02
Austria,AUT,Europe & Central Asia,High income,2002,87386.68817
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2002,40298.546
Burundi,BDI,Sub-Saharan Africa,Low income,2002,5029.5112
Belgium,BEL,Europe & Central Asia,High income,2002,138048.514
Benin,BEN,Sub-Saharan Africa,Low income,2002,47757.344
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2002,50062.477
Bangladesh,BGD,South Asia,Lower middle income,2002,143812.573
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2002,63711.0187
Bahrain,BHR,Middle East & North Africa,High income,2002,19967.0134
"Bahamas, The",BHS,Latin America & Caribbean,High income,2002,3255.00095
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2002,17112.299
Belarus,BLR,Europe & Central Asia,Upper middle income,2002,89727.105
Belize,BLZ,Latin America & Caribbean,Upper middle income,2002,1702.5859
Bermuda,BMU,North America,High income,2002,527.096286
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2002,110701.193
Brazil,BRA,Latin America & Caribbean,Upper middle income,2002,1591827.05
Barbados,BRB,Latin America & Caribbean,High income,2002,1263.73575
Brunei Darussalam,BRN,East Asia & Pacific,High income,2002,9840.8143
Bhutan,BTN,South Asia,Lower middle income,2002,1707.60039
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2002,51450.302
Central African Republic,CAF,Sub-Saharan Africa,Low income,2002,350970.59
Canada,CAN,North America,High income,2002,908686.15
Switzerland,CHE,Europe & Central Asia,High income,2002,52997.4193
Channel Islands,CHI,Europe & Central Asia,High income,2002,NA
Chile,CHL,Latin America & Caribbean,High income,2002,91214.148
China,CHN,East Asia & Pacific,Upper middle income,2002,5474914.9
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2002,28670.943
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2002,128242.366
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2002,763919.42
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2002,24853.8734
Colombia,COL,Latin America & Caribbean,Upper middle income,2002,148233.516
Comoros,COM,Sub-Saharan Africa,Low income,2002,406.26874
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2002,309.03741
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2002,9998.1717
Cuba,CUB,Latin America & Caribbean,Upper middle income,2002,48831.036
Curacao,CUW,Latin America & Caribbean,High income,2002,NA
Cayman Islands,CYM,Latin America & Caribbean,High income,2002,NA
Cyprus,CYP,Europe & Central Asia,High income,2002,8040.81118
Czech Republic,CZE,Europe & Central Asia,High income,2002,152372.4188
Germany,DEU,Europe & Central Asia,High income,2002,1007404.92744
Djibouti,DJI,Middle East & North Africa,Lower middle income,2002,2019.00941
Dominica,DMA,Latin America & Caribbean,Upper middle income,2002,159.091129
Denmark,DNK,Europe & Central Asia,High income,2002,69387.745
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2002,29253.3232
Algeria,DZA,Middle East & North Africa,Upper middle income,2002,131222.654
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2002,42616.27
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2002,202779.0124
Eritrea,ERI,Sub-Saharan Africa,Low income,2002,4456.5509
Spain,ESP,Europe & Central Asia,High income,2002,397417.357
Estonia,EST,Europe & Central Asia,High income,2002,22955.3596
Ethiopia,ETH,Sub-Saharan Africa,Low income,2002,186749.543
Finland,FIN,Europe & Central Asia,High income,2002,83951.8501
Fiji,FJI,East Asia & Pacific,Upper middle income,2002,1806.9992
France,FRA,Europe & Central Asia,High income,2002,557850.1275
Faroe Islands,FRO,Europe & Central Asia,High income,2002,NA
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2002,NA
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2002,12656.0146
United Kingdom,GBR,Europe & Central Asia,High income,2002,661572.36
Georgia,GEO,Europe & Central Asia,Upper middle income,2002,20647.4741
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2002,92865.732
Gibraltar,GIB,Europe & Central Asia,High income,2002,368.847075
Guinea,GIN,Sub-Saharan Africa,Low income,2002,102233.507
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2002,3407.835
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2002,5926.6406
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2002,NA
Greece,GRC,Europe & Central Asia,High income,2002,115164.4186
Grenada,GRD,Latin America & Caribbean,Upper middle income,2002,479.72813
Greenland,GRL,Europe & Central Asia,High income,2002,NA
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2002,31424.57
Guam,GUM,East Asia & Pacific,High income,2002,72.248862
Guyana,GUY,Latin America & Caribbean,Upper middle income,2002,5086.4668
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2002,45160.4454
Honduras,HND,Latin America & Caribbean,Lower middle income,2002,14868.5855
Croatia,HRV,Europe & Central Asia,High income,2002,28301.7261
Haiti,HTI,Latin America & Caribbean,Low income,2002,7616.2803
Hungary,HUN,Europe & Central Asia,High income,2002,74621.9861
Indonesia,IDN,East Asia & Pacific,Lower middle income,2002,1720445.17
Isle of Man,IMN,Europe & Central Asia,High income,2002,NA
India,IND,South Asia,Lower middle income,2002,1917294.66
Ireland,IRL,Europe & Central Asia,High income,2002,69094.685189
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2002,483378.505
Iraq,IRQ,Middle East & North Africa,Upper middle income,2002,128686.157
Iceland,ISL,Europe & Central Asia,High income,2002,3963.3871
Israel,ISR,Middle East & North Africa,High income,2002,69487.8009
Italy,ITA,Europe & Central Asia,High income,2002,550782.069
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2002,12392.1182
Jordan,JOR,Middle East & North Africa,Upper middle income,2002,18834.63186
Japan,JPN,East Asia & Pacific,High income,2002,1422453.194
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2002,285884.292
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2002,43784.866
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2002,10365.5904
Cambodia,KHM,East Asia & Pacific,Lower middle income,2002,108594.633
Kiribati,KIR,East Asia & Pacific,Lower middle income,2002,44.793808
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2002,NA
"Korea, Rep.",KOR,East Asia & Pacific,High income,2002,534839.283
Kuwait,KWT,Middle East & North Africa,High income,2002,62755.2671
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2002,34783.697
Lebanon,LBN,Middle East & North Africa,Upper middle income,2002,17968.86134
Liberia,LBR,Sub-Saharan Africa,Low income,2002,2047.18953
Libya,LBY,Middle East & North Africa,Upper middle income,2002,63328.5875
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2002,412.31398
Liechtenstein,LIE,Europe & Central Asia,High income,2002,NA
Sri Lanka,LKA,South Asia,Lower middle income,2002,23464.8878
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2002,2941.8226
Lithuania,LTU,Europe & Central Asia,High income,2002,21963.75
Luxembourg,LUX,Europe & Central Asia,High income,2002,11557.2574
Latvia,LVA,Europe & Central Asia,High income,2002,13748.3487
"Macao SAR, China",MAC,East Asia & Pacific,High income,2002,NA
St. Martin (French part),MAF,Latin America & Caribbean,High income,2002,NA
Morocco,MAR,Middle East & North Africa,Lower middle income,2002,53925.24019
Monaco,MCO,Europe & Central Asia,High income,2002,NA
Moldova,MDA,Europe & Central Asia,Lower middle income,2002,11279.53115
Madagascar,MDG,Sub-Saharan Africa,Low income,2002,84561.656
Maldives,MDV,South Asia,Upper middle income,2002,NA
Mexico,MEX,Latin America & Caribbean,Upper middle income,2002,567679.66
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2002,NA
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,2002,NA
Mali,MLI,Sub-Saharan Africa,Low income,2002,79829.518
Malta,MLT,Middle East & North Africa,High income,2002,2551.86278
Myanmar,MMR,East Asia & Pacific,Lower middle income,2002,226294.68
Montenegro,MNE,Europe & Central Asia,Upper middle income,2002,NA
Mongolia,MNG,East Asia & Pacific,Lower middle income,2002,50488.318
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2002,9.22260823
Mozambique,MOZ,Sub-Saharan Africa,Low income,2002,248706.421
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2002,10019.5833
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2002,NA
Malawi,MWI,Sub-Saharan Africa,Low income,2002,14272.7598
Malaysia,MYS,East Asia & Pacific,Upper middle income,2002,199983.481
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2002,29497.365
New Caledonia,NCL,East Asia & Pacific,High income,2002,NA
Niger,NER,Sub-Saharan Africa,Low income,2002,9326.6288
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2002,295068.358
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2002,14719.832
Netherlands,NLD,Europe & Central Asia,High income,2002,218276.476
Norway,NOR,Europe & Central Asia,High income,2002,69689.527
Nepal,NPL,South Asia,Low income,2002,28915.419
Nauru,NRU,East Asia & Pacific,High income,2002,NA
New Zealand,NZL,East Asia & Pacific,High income,2002,77305.4713
Oman,OMN,Middle East & North Africa,High income,2002,43297.5065
Pakistan,PAK,South Asia,Lower middle income,2002,256954.135
Panama,PAN,Latin America & Caribbean,Upper middle income,2002,10475.8582
Peru,PER,Latin America & Caribbean,Upper middle income,2002,51029.146
Philippines,PHL,East Asia & Pacific,Lower middle income,2002,138051.043
Palau,PLW,East Asia & Pacific,Upper middle income,2002,NA
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2002,84384.8163
Poland,POL,Europe & Central Asia,High income,2002,375643.178
Puerto Rico,PRI,Latin America & Caribbean,High income,2002,3031.48013
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2002,96022.3694
Portugal,PRT,Europe & Central Asia,High income,2002,88319.252
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2002,83003.028
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2002,NA
French Polynesia,PYF,East Asia & Pacific,High income,2002,NA
Qatar,QAT,Middle East & North Africa,High income,2002,46983.92434
Romania,ROU,Europe & Central Asia,Upper middle income,2002,135160.393
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2002,2984844.66
Rwanda,RWA,Sub-Saharan Africa,Low income,2002,4806.285
Saudi Arabia,SAU,Middle East & North Africa,High income,2002,336300.494
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2002,516953.93
Senegal,SEN,Sub-Saharan Africa,Low income,2002,55038.558
Singapore,SGP,East Asia & Pacific,High income,2002,NA
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2002,4329.7699
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2002,22463.6343
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2002,11242.8073
San Marino,SMR,Europe & Central Asia,High income,2002,NA
Somalia,SOM,Sub-Saharan Africa,Low income,2002,20910.997
Serbia,SRB,Europe & Central Asia,Upper middle income,2002,NA
South Sudan,SSD,Sub-Saharan Africa,Low income,2002,NA
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2002,190.503443
Suriname,SUR,Latin America & Caribbean,Upper middle income,2002,3139.5893
Slovak Republic,SVK,Europe & Central Asia,High income,2002,49587.27692
Slovenia,SVN,Europe & Central Asia,High income,2002,22342.2576
Sweden,SWE,Europe & Central Asia,High income,2002,78855.443
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2002,2760.5504
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2002,NA
Seychelles,SYC,Sub-Saharan Africa,High income,2002,680.722274
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2002,66236.358
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2002,NA
Chad,TCD,Sub-Saharan Africa,Low income,2002,127184.569
Togo,TGO,Sub-Saharan Africa,Low income,2002,20990.3645
Thailand,THA,East Asia & Pacific,Upper middle income,2002,322454.08
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2002,10320.5883
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2002,70833.489
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2002,804.05067
Tonga,TON,East Asia & Pacific,Lower middle income,2002,150.112185
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2002,NA
Tunisia,TUN,Middle East & North Africa,Lower middle income,2002,31568.3504065
Turkey,TUR,Europe & Central Asia,Upper middle income,2002,310061.148
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2002,5.0343543
Tanzania,TZA,Sub-Saharan Africa,Low income,2002,183662.081
Uganda,UGA,Sub-Saharan Africa,Low income,2002,59822.889
Ukraine,UKR,Europe & Central Asia,Lower middle income,2002,462724.218
Uruguay,URY,Latin America & Caribbean,High income,2002,30061.0899
United States,USA,North America,High income,2002,6981786.8
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2002,176066.177
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2002,234.306635
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2002,232788.235
British Virgin Islands,VGB,Latin America & Caribbean,High income,2002,NA
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2002,44.52512
Vietnam,VNM,East Asia & Pacific,Lower middle income,2002,187715.028
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2002,443.53373
World,WLD,NA,NA,2002,43070574.6368545
Samoa,WSM,East Asia & Pacific,Lower middle income,2002,314.98397
Kosovo,XKX,Europe & Central Asia,Lower middle income,2002,NA
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2002,26580.1033
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,434071.075
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2002,300362.201
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2002,50281.895
Aruba,ABW,Latin America & Caribbean,High income,2003,NA
Afghanistan,AFG,South Asia,Low income,2003,14709.884
Angola,AGO,Sub-Saharan Africa,Upper middle income,2003,35858.015
Albania,ALB,Europe & Central Asia,Upper middle income,2003,7834.0157
